original_text,sampled_text,original_crits,sampled_crits,original_llm_likelihood,sampled_llm_likelihood
"In a whimsical tale, a silly monkey with a fondness for rice encounters a friend who generously gifts him a large bag of rice. Overjoyed by this unexpected gesture, the monkey expresses his gratitude through continuous nods of appreciation. And so, the simple yet heartwarming story concludes, highlighting the importance of kindness and friendship.","In a whimsical tale, a silly monkey with a fondness for rice encounters a friend who generously gifts him a large bag of rice. Overjoyed by this unexpected gesture, the monkey expresses his gratitude through continuous nods of appreciation. And so, the simple yet heartwarming story concludes, highlighting the importance of kindness and friendship.",0.017013125121593475,0.017013125121593475,0.017013125121593475,0.017013125121593475
"In a grand castle, a courageous queen resided with her companions. One day, a small bird visited the castle seeking company. Welcoming the bird with open arms, the queen and her friends engaged in joyful play and merriment. And so, they all lived happily ever after.","In a grand castle, a brave queen inhabited with her companions. One day, a small bird visited the castle seeking company. Welcoming the bird with open arms, the queen and her friends engaged in joyful play and merriment. And so, they all lived happily ever after.",0.1281888782978058,0.07259153574705124,0.1281888782978058,0.07259153574705124
"In a fairy tale land, resided a young girl named Lily, who cherished her beloved toy, Teddy. Teddy accompanied Lily on all her adventures, filling her heart with joy. During a playful outing at the park, Lily lost Teddy, prompting her to search diligently but alas, Teddy remained elusive.","In a fairy tale land, inhabited a young girl named Lily, who cherished her beloved toy, Teddy. Teddy accompanied Lily on all her adventures, filling her heart with joy. During a playful outing at the park, Lily lost Teddy, prompting her to search diligently but alas, Teddy remained elusive.",0.007159046828746796,0.005619503557682037,0.007159046828746796,0.005619503557682037
"Mama was engaged in cleaning activities, utilizing a large cord to shake and clean the room. By vigorously moving the cord back and forth, she successfully removed dirt from the room, resulting in a clean environment. Satisfied with her work, Mama stored the cord and exclaimed, ""Finished!""","Mama was engaged in cleaning activities, utilizing a large cable to shake and clean the room. By vigorously moving the cord back and forth, she successfully removed dirt from the room, resulting in a clean environment. Satisfied with her work, Mama stored the cord and exclaimed, ""Finished!""",0.010730261914432049,0.009653052315115929,0.010730261914432049,0.009653052315115929
"Once, a woman possessed a handy tissue that proved beneficial. One day, she experienced a tickle in her nose and released a sneeze. ""Achoo!"" echoed the room as she utilized the tissue to alleviate her nasal discomfort, feeling instant relief post-sneeze. The tale concludes with her contentment.","Once, a woman possessed a handy tissue that proved beneficial. One day, she experienced a tickle in her nose and released a sneeze. ""Achoo!"" echoed the room as she utilized the tissue to alleviate her nasal discomfort, feeling instant relief post-sneeze. The tale concludes with her contentment.",0.031120430678129196,0.031120430678129196,0.031120430678129196,0.031120430678129196
"Once there was a young boy named Timmy who accompanied his mother to the store. Enthralled by a ball in the shop, Timmy desired to purchase it. His mother highlighted its entertainment value, prompting Timmy's delight as he threw the ball into the air, relishing the joy it brought.","Once there was a young boy named Timmy who accompanied his mother to the store. Enthralled by a ball in the shop, Timmy desired to purchase it. His mother highlighted its entertainment value, prompting Timmy's delight as he threw the ball into the air, relishing the joy it brought.",0.05797826871275902,0.05797826871275902,0.05797826871275902,0.05797826871275902
"Bob was uneasy, knowing the task ahead would be challenging. With determination, he firmly gripped the rope and began exerting all his strength to complete the job. As he successfully finished the task, a smile spread across Bob's face, proud of his accomplishment.","Bob was uneasy, knowing the task ahead would be challenging. With determination, he firmly gripped the rope and began exerting all his strength to complete the job. As he succeeded finished the task, a smile spread across Bob's face, proud of his accomplishment.",0.16487593948841095,0.04274648427963257,0.16487593948841095,0.04274648427963257
"In a whimsical tale, a hungry monkey searched for a tasty banana until a generous man appeared with a shiny, yellow fruit, fulfilling the monkey's desire and bringing joy to the tale.","In a whimsy tale, a hungry monkey searched for a tasty banana until a generous man appeared with a shiny, yellow fruit, satisfying the monkey's desire and bringing joy to the tale.",0.1197153851389885,0.1030554324388504,0.1197153851389885,0.1030554324388504
"Long ago, a warm embrace enveloped a joyous occasion, igniting excitement among all present. Amidst the jubilation, one individual stood out, showering everyone with affectionate kisses. Grins spread across faces as they exclaimed, ""What a heartfelt embrace!""","Long ago, a warm embrace enveloped a joyous occasion, igniting excitement among all present. Amidst the jubilation, one individual stood out, showering everyone with affectionate kisses. Grins spread across faces as they exclaimed, ""What a heartfelt embrace!""",0.0628228485584259,0.0628228485584259,0.0628228485584259,0.0628228485584259
"Once, a duck was walking in the darkness when it was unexpectedly taken by a malefactor. The duck, overwhelmed with sadness and fear, never returned after being taken away. The tale concludes with the unfortunate disappearance of the duck at the hands of the wrongdoer.","Once, a duck was walking in the darkness when it was unexpectedly taken by a malefactor. The duck, overwhelmed with sadness and fear, never returned after being taken away. The tale concludes with the unfortunate disappear of the duck at the hands of the wrongdoer.",0.8849682807922363,0.7724045515060425,0.8849682807922363,0.7724045515060425
There was once a blue goat that enjoyed sliding down a hill for fun. The end.,There was once a turquoise goat that enjoyed sliding down a hill for fun. The end.,0.4946718215942383,0.4845380485057831,0.4946718215942383,0.4845380485057831
"In a far-off land, resided a peculiar horse named Tim. Tim stood out from the others for his unusual fondness for sitting, contrary to the running and playing antics of his fellow equines.","In a far-off land, inhabited a peculiar horse named Tim. Tim stood out from the others for his unusual fondness for sitting, contrary to the running and playing antics of his fellow equines.",0.04598163440823555,0.027651704847812653,0.04598163440823555,0.027651704847812653
"The loud missile, once powerful and dominant, became unhappy one day, and stopped abruptly. It stood tall amidst the quietness, pondering its existence.","The loud rocket, once powerful and dominant, became depressed one day, and stopped abruptly. It stood tall amidst the quietness, pondering its existence.",0.3379252552986145,0.24595977365970612,0.3379252552986145,0.24595977365970612
"Jimmy, feeling famished, set out on a quest to discover a delectable pastry. From dawn to dusk, he scoured for the perfect treat. After hours of searching, he stumbled upon one, only to be met with bitterness upon tasting it. Disheartened, Jimmy departed with a frown, his hunger still lingering.","Jimmy, feeling famished, set out on a quest to discover a delectable pastry. From sunrise to dusk, he scoured for the perfect treat. After hours of searching, he stumbled upon one, only to be met with bitterness upon tasting it. Disheartened, Jimmy departed with a frown, his hunger still lingering.",0.034224800765514374,0.0335724838078022,0.034224800765514374,0.0335724838078022
"In a realm of wonder, a young girl named Emma cherished blueberries, consuming them every morning without fail. One day, Emma's mother gifted her a bountiful basket of blueberries, bringing immense joy to the delighted girl. Savoring each blueberry, Emma reveled in her abundance and felt a sense of joy and contentment. And thus, the tale of Emma and her beloved blueberries came to a delightful end.","In a realm of wonder, a young girl named Emma cherished loganberries, consuming them every morning without fail. One day, Emma's mother gifted her a bountiful basket of blueberries, bringing immense joy to the delighted girl. Savoring each blueberry, Emma reveled in her abundance and felt a sense of joy and contentment. And thus, the tale of Emma and her beloved blueberries came to a delightful end.",0.09649327397346497,0.03867948055267334,0.09649327397346497,0.03867948055267334
"There was once a renowned individual who was beloved by many but lost it all one day, causing him great sorrow. Despite his fame, he was unable to retrieve the love that had slipped away, leading to a sense of loss and longing that persisted indefinitely. And so, he sadly never found love again. The end.","There was once a renowned individual who was beloved by many but lost it all one day, causing him great sorrow. Despite his fame, he was unable to retrieve the love that had slipped away, leading to a sense of loss and longing that persisted indefinitely. And so, he sadly never found love again. The end.",0.03324782848358154,0.03324782848358154,0.03324782848358154,0.03324782848358154
"A green plane soared through the sky, with the pilot spotting a cloud and daringly flying through it. As water began filling the interior of the plane, fear gripped the pilot. However, he skillfully guided the plane to a safe landing, averting disaster.","A green aircraft soared through the sky, with the pilot spotting a cloud and daringly flying through it. As water began filling the interior of the plane, phobia gripped the pilot. However, he masterfully guided the plane to a safe landing, averting disaster.",0.1311454027891159,0.06764030456542969,0.1311454027891159,0.06764030456542969
"A playful triangle was enjoying its day when it encountered a stop sign. Demonstrating good judgment, the triangle halted and carefully observed its surroundings before proceeding. The triangle's adventure concluded with a responsible decision, ensuring its safety.","A playful triangle was enjoying its day when it encountered a stop sign. Demonstrating good judgment, the triangle halted and carefully observed its surroundings before proceeding. The triangle's adventure concluded with a responsible decision, ensuring its safety.",0.14616040885448456,0.14616040885448456,0.14616040885448456,0.14616040885448456
"There was once a chubby cat that enjoyed spinning in circles. However, one day, the cat slipped on a slick floor and injured its leg, rendering it unable to spin any longer. This left the cat feeling very disheartened. The end.","There was once a chubby feline that enjoyed revolving in circles. However, one day, the cat slipped on a slick floor and injured its leg, rendering it unable to spin any longer. This left the cat feeling very disheartened. The end.",0.2004723846912384,0.05194658786058426,0.2004723846912384,0.05194658786058426
"A fat cat, fond of outdoor activities, ventured out for a walk one day. Unfortunately, the cat slipped on a banana peel, resulting in a fall that caused injury to its heel.","A obese cat, fond of outdoor activities, ventured out for a walk one day. Unfortunately, the cat slipped on a banana peel, resulting in a fall that caused injury to its foot.",0.27477341890335083,0.14950233697891235,0.27477341890335083,0.14950233697891235
"Once, a farmer owned a vast field and numerous animals. One fine day, the farmer resolved to construct a barn for his livestock.","Once, a farmer owned a vast field and numerous animals. One fine day, the farmer resolved to construct a barn for his livestock.",0.2954263687133789,0.2954263687133789,0.2954263687133789,0.2954263687133789
"Once, nestled in a tree, a small bird noticed an unusual occurrence. A grimy, red figure descended through the chimney, alarming the bird, causing it to swiftly take flight.","Once, nestled in a tree, a small bird noticed an unusual occurrence. A grimy, red figure descended through the chimney, alarming the bird, causing it to swiftly take flight.",0.20946383476257324,0.20946383476257324,0.20946383476257324,0.20946383476257324
"Once, a large turkey had aspirations to race against his companions. Together, they ventured to the fair for a friendly competition. Impressively, the turkey emerged victorious, showcasing his speed and agility. His friends celebrated his triumph, and together, they enjoyed a joyous time at the fair. And so, their day of camaraderie came to an end.","Once, a large turkey had ambition to race against his companions. Together, they ventured to the fair for a friendly competition. Fantastically, the turkey emerged victorious, showcasing his speed and agility. His friends celebrated his triumph, and together, they enjoyed a joyous time at the fair. And so, their day of camaraderie came to an end.",0.3361680507659912,0.20768338441848755,0.3361680507659912,0.20768338441848755
"Dave noticed the pick and felt puzzled by its unknown identity. Approaching it and handling it, he appreciated its tactile sensation and utilized it to retrieve a toy from the ground. Delighted by his new discovery, Dave expressed happiness through a smile, content with his newfound pick.","Dave noticed the pick and felt puzzled by its unknown identity. Approaching it and handling it, he appreciated its tactile sensation and utilized it to retrieve a toy from the ground. Delighted by his new discovery, Dave expressed happiness through a smile, content with his newfound pick.",0.019585469737648964,0.019585469737648964,0.019585469737648964,0.019585469737648964
"Once, a woman adored donning unique attire, leading her to a rainy stroll that left her drenched. Upon returning home, she swapped her soaked clothes for dry ones, instantly feeling refreshed. And so, the anecdote concludes.","Once, a woman adored donning unique attire, leading her to a downpour stroll that left her drenched. Upon returning home, she swapped her soaked clothes for dry ones, instantly feeling refreshed. And so, the anecdote concludes.",0.09855647385120392,0.08447136729955673,0.09855647385120392,0.08447136729955673
"Once, a small bug sought out juice to drink. The bug diligently searched the ground until it discovered a lovely flower filled with juice. After savoring the refreshing juice, the bug felt content and joyful. And so, the bug's quest for juice came to a delightful end.","Once, a small bug sought out juice to drink. The bug diligently searched the ground until it discovered a lovely flower filled with juice. After savoring the refreshing juice, the bug felt content and joyful. And so, the bug's quest for juice came to a delightful end.",0.043099720031023026,0.043099720031023026,0.043099720031023026,0.043099720031023026
"Mommy intended to cook but encountered a setback when she found the refrigerator broken. Unable to retrieve any ingredients, Daddy intervened, successfully repairing the refrigerator with a tool. With the refrigerator fixed, Mommy prepared a delightful dinner for the family, resulting in a joyous and satisfying meal that brought happiness to all.","Mommy intended to cook but encountered a setback when she found the refrigerator broken. Unable to retrieve any ingredients, Daddy intervened, successfully repairing the refrigerator with a tool. With the refrigerator fixed, Mommy prepared a delightful dinner for the family, resulting in a joyous and satisfying meal that brought happiness to all.",0.01732271909713745,0.01732271909713745,0.01732271909713745,0.01732271909713745
"One day, a woman walked into the room, exuding a sense of poise and elegance.","One day, a woman walked into the room, exuding a sense of poise and elegance.",0.4702518880367279,0.4702518880367279,0.4702518880367279,0.4702518880367279
"There was a red car that journeyed to a vast green field adorned with an array of flowers. Parking in the field, the driver alighted and settled into a seat, observing the birds soaring through the sky. The peaceful scene marked the end of the story.","There was a red car that journeyed to a vast green field adorned with an array of flowers. Parking in the field, the driver alighted and settled into a seat, observing the birds soaring through the sky. The peaceful scene marked the end of the story.",0.4020458161830902,0.4020458161830902,0.4020458161830902,0.4020458161830902
"Once, a lively mouse enjoyed frolicking in the fields until it encountered another mouse and engaged in a battle for a piece of cheese. Emerging victorious, the mouse claimed the cheese and concluded the tale.","Once, a lively mouse enjoyed frolicking in the fields until it encountered another mouse and engaged in a battle for a piece of cheese. Emerged victorious, the mouse claimed the cheese and concluded the tale.",0.15773221850395203,0.1430939882993698,0.15773221850395203,0.1430939882993698
"There was a large yellow car that traveled to the town in search of a parking spot. After exploring the town, the car eventually found a suitable place to park and was content to be parked there.","There was a large orange car that journeyed to the town in search of a parking spot. After exploring the town, the car eventually found a suitable place to park and was content to be parked there.",0.6565206050872803,0.42172592878341675,0.6565206050872803,0.42172592878341675
"There was a vibrant bird with red, blue, and yellow feathers that flew into a large steel cage, causing sadness and tears as it longed to soar freely once more.","There was a vibrant bird with red, blue, and yellow feathers that flew into a large steel cage, causing sadness and tears as it longed to soar freely once more.",0.11806491017341614,0.11806491017341614,0.11806491017341614,0.11806491017341614
"Once, a squirrel discovered a nut in a box and attempted to retrieve it. However, in its fervor to access the nut, the squirrel inadvertently damaged the box, resulting in an injury that prevented it from enjoying the treat. Ultimately, the squirrel's quest for the nut ended in disappointment.","Once, a squirrel discovered a nut in a box and attempted to retrieve it. However, in its fervor to access the nut, the squirrel inadvertently damaged the box, resulting in an injury that prevented it from enjoying the treat. Ultimately, the squirrel's quest for the nut ended in disappointment.",0.11858747154474258,0.11858747154474258,0.11858747154474258,0.11858747154474258
"In a small house resided a tall mouse who one day felt very thirsty. Seeking relief, the mouse ventured to the nearby river to procure a cup of water. Upon quenching its thirst, the mouse felt rejuvenated and content. And thus, the tale concludes.","In a small home resided a tall mouse who one day felt very thirsty. Seeking relief, the mouse ventured to the nearby river to procure a cup of water. Upon quenching its thirst, the mouse felt rejuvenated and content. And thus, the tale concludes.",0.03676455467939377,0.036258578300476074,0.03676455467939377,0.036258578300476074
There once existed a young girl named Lily who harbored a deep affection for fairies. She would,There once existed a young girl named Lily who harbored a deep affection for fairies. She would,0.36754706501960754,0.36754706501960754,0.36754706501960754,0.36754706501960754
